request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_218,20784298.35,not_affordable,not_recommended,none,,none,"Do not make this payment by 6 October 2025. None of the available options keeps the IDR 34,477,200 minimum protected."
request_219,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 13 June 2026. None of the available options keeps the EUR 1,100 minimum protected."
request_220,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 3 July 2024. None of the available options keeps the EUR 1,100 minimum protected."
request_221,88450.86,affordable_later,wait,2026-01-15:109800,2026-01-15,none,"Pay INR 109,800 in full on 15 January 2026. Paying earlier would take the balance below the INR 81,500 minimum."
request_222,24239.61,not_affordable,not_recommended,none,,none,"Do not make this payment by 10 March 2026. None of the available options keeps the ZAR 27,300 minimum protected."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days.
request_224,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 16 March 2025. None of the available options keeps the IDR 22,187,600 minimum protected."
request_225,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 September 2026. None of the available options keeps the IDR 17,670,700 minimum protected."
request_226,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 January 2025. None of the available options keeps the INR 209,400 minimum protected."
request_227,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 June 2025. None of the available options keeps the INR 62,900 minimum protected."
request_228,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 April 2026. None of the available options keeps the IDR 26,191,200 minimum protected."
request_229,20.54,not_affordable,not_recommended,none,,none,"Do not make this payment by 23 May 2024. None of the available options keeps the EUR 1,000 minimum protected."
request_230,2126.39,not_affordable,not_recommended,none,,none,"Do not make this payment by 4 October 2025. None of the available options keeps the EUR 2,000 minimum protected."
request_231,15988.86,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 March 2026. None of the available options keeps the ZAR 24,300 minimum protected."
request_232,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 August 2024. None of the available options keeps the EUR 2,400 minimum protected."
request_233,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 December 2025. None of the available options keeps the IDR 10,365,700 minimum protected."
request_234,92.9,not_affordable,not_recommended,none,,none,Do not make this payment by 15 September 2026. None of the available options keeps the EUR 700 minimum protected.
request_235,509.53,affordable_with_plan,installments,2024-09-20:174.10|2024-10-20:174.10|2024-11-19:174.10|2024-12-19:174.10|2025-01-18:174.10|2025-02-17:174.10,,none,"Use 6 installments of USD 174.10, starting 20 September 2024. This leaves at least USD 700 available."
request_236,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 23 February 2025. None of the available options keeps the IDR 16,768,600 minimum protected."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days."
request_238,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 16 February 2025. None of the available options keeps the USD 700 minimum protected.
request_239,556.45,affordable_later,wait,2025-05-15:642,2025-05-15,none,Pay USD 642 in full on 15 May 2025. Paying earlier would take the balance below the USD 600 minimum.
request_240,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 March 2026. None of the available options keeps the INR 52,800 minimum protected."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available."
request_242,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 25 August 2025. None of the available options keeps the EUR 600 minimum protected.
request_243,16408.81,affordable_later,wait,2026-07-15:17468,2026-07-15,none,"Pay ZAR 17,468 in full on 15 July 2026. Paying earlier would take the balance below the ZAR 19,900 minimum."
request_244,47738.73,affordable_later,wait,2024-06-15:49918,2024-06-15,none,"Pay ZAR 49,918 in full on 15 June 2024. Paying earlier would take the balance below the ZAR 45,900 minimum."
request_245,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 January 2026. None of the available options keeps the INR 94,600 minimum protected."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026. This leaves at least ZAR 39,300 available."
request_247,909.71,affordable_with_plan,full_payment,2024-09-05:1059.30,2024-11-15,reduce_to:event_22750:20|stop:event_22685,"Reduce the bakery and snacks to EUR 20 and Stop the fitness club membership, then pay EUR 1,059.30 today. This leaves at least EUR 1,300 available."
request_248,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 28 April 2025. None of the available options keeps the USD 1,300 minimum protected."
request_249,10.77,not_affordable,not_recommended,none,,none,Do not make this payment by 15 March 2026. None of the available options keeps the USD 600 minimum protected.
request_250,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 18 January 2025. None of the available options keeps the ZAR 35,300 minimum protected."
request_251,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 6 June 2025. None of the available options keeps the EUR 1,300 minimum protected."
request_252,72105.52,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 September 2026. None of the available options keeps the IDR 15,152,200 minimum protected."
request_253,189.13,not_affordable,not_recommended,none,,none,"Do not make this payment by 1 June 2024. None of the available options keeps the EUR 2,300 minimum protected."
request_254,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 October 2025. None of the available options keeps the USD 2,500 minimum protected."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days."
request_256,32979.22,not_affordable,not_recommended,none,,none,"Do not make this payment by 19 August 2024. None of the available options keeps the INR 168,600 minimum protected."
request_257,282.17,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 January 2026. None of the available options keeps the USD 1,600 minimum protected."
request_258,735.69,not_affordable,not_recommended,none,,none,Do not make this payment by 22 January 2026. None of the available options keeps the USD 500 minimum protected.
request_259,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 15 November 2024. None of the available options keeps the EUR 600 minimum protected.
request_260,4085162.97,not_affordable,not_recommended,none,,none,"Do not make this payment by 18 April 2025. None of the available options keeps the IDR 20,727,700 minimum protected."
request_261,1781.05,affordable_later,wait,2026-07-15:1830.40,2026-07-15,none,"Pay EUR 1,830.40 in full on 15 July 2026. Paying earlier would take the balance below the EUR 1,500 minimum."
request_262,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 24 January 2025. None of the available options keeps the IDR 31,018,500 minimum protected."
request_263,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 June 2025. None of the available options keeps the ZAR 24,100 minimum protected."
request_264,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 June 2026. None of the available options keeps the INR 59,500 minimum protected."
request_265,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 March 2024. None of the available options keeps the INR 189,700 minimum protected."
request_266,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 3 October 2025. None of the available options keeps the EUR 900 minimum protected.
request_267,640.85,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 March 2026. None of the available options keeps the EUR 1,500 minimum protected."
request_268,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 August 2024. None of the available options keeps the EUR 1,400 minimum protected."
request_269,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2 January 2026. None of the available options keeps the ZAR 23,100 minimum protected."
request_270,38.75,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 August 2026. None of the available options keeps the USD 1,400 minimum protected."
request_271,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 November 2024. None of the available options keeps the INR 58,200 minimum protected."
request_272,4510895.34,not_affordable,not_recommended,none,,none,"Do not make this payment by 10 April 2025. None of the available options keeps the IDR 7,508,600 minimum protected."
request_273,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 June 2026. None of the available options keeps the IDR 18,774,600 minimum protected."
request_274,582.24,not_affordable,not_recommended,none,,none,"Do not make this payment by 11 February 2025. None of the available options keeps the EUR 1,800 minimum protected."
request_275,10810002.98,affordable_later,wait,2025-07-15:15884000,2025-07-15,none,"Pay IDR 15,884,000 in full on 15 July 2025. Paying earlier would take the balance below the IDR 12,760,100 minimum."
